label,message,processed_message
0,Oh:)as usual vijay film or its different?,ohas usual vijay film different
0,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,messagesome text missing sendername missing number missing sentdate missing missing u lot thats everything missing sent via fullonsmscom
0,THIS IS A LONG FUCKIN SHOWR,long fuckin showr
0,Is xy in ur car when u picking me up?,xy ur car u picking
1,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,thesmszonecom let send free anonymous masked messagesim sending message theredo see potential abuse
0,Yes:)from last week itself i'm taking live call.,yesfrom last week im taking live call
0,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",gram usually run like ltgt half eighth smarter though get almost whole second gram ltgt
0,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,aft finish lunch go str lor ard smth lor u finish ur lunch already
0,"Lol, oh you got a friend for the dog ?",lol oh got friend dog
1,RGENT! This is the 2nd attempt to contact U!U have WON Â£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxÂ£7. 50,rgent nd attempt contact uu call b tcsbcmwcnxx callcost ppm mobilesvary max
0,"Sir, i am waiting for your call, once free please call me.",sir waiting call free please call
0,To day class is there are no class.,day class class
1,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",win winner mr foley ipod exciting prize soon keep eye ur mobile visit wwwwincouk
0,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",wow never realized embarassed accomodations thought liked since best could always seemed happy cave im sorry didnt dont give im sorry offered im sorry room embarassing
0,"Goodnight, sleep well da please take care pa. Please.",goodnight sleep well da please take care pa please
0,K... Must book a not huh? so going for yoga basic on sunday?,k must book huh going yoga basic sunday
0,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,eh u remember spell name yes v naughty make v wet
0,Annoying isn't it.,annoying isnt
0,Dude how do you like the buff wind.,dude like buff wind
0,"Sure thing big man. i have hockey elections at 6, shouldnât go on longer than an hour though",sure thing big man hockey election shouldnt go longer hour though
0,Anytime...,anytime
0,Hey do you want anything to buy:),hey want anything buy
0,Never y lei... I v lazy... Got wat? Dat day Ã¼ send me da url cant work one...,never lei v lazy got wat dat day send da url cant work one
1,"accordingly. I repeat, just text the word ok on your mobile phone and send",accordingly repeat text word ok mobile phone send
0,Just wanted to say holy shit you guys weren't kidding about this bud,wanted say holy shit guy werent kidding bud
0,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,excellent spent ltgt year air force iraq afghanistan stable honest like traveling
0,"Oh... Icic... K lor, den meet other day...",oh icic k lor den meet day
0,Hui xin is in da lib.,hui xin da lib
0,"Why is that, princess? I bet the brothas are all chasing you!",princess bet brothas chasing
0,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,hello r u im bored inever thought id get bored tv tell something exciting happened anything
0,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",awesome deal gate charles told last night uh yeah
0,No rushing. I'm not working. I'm in school so if we rush we go hungry.,rushing im working im school rush go hungry
0,Am surfing online store. For offers do you want to buy any thing.,surfing online store offer want buy thing
0,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",set place heart mind mind easily forgets heart always remember wish happy valentine day
1,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,welcome please reply age gender begin eg
1,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",thanks ringtone order reference charged gbp per week unsubscribe anytime calling customer service
0,And now electricity just went out fml.,electricity went fml
0,Dear :-/ why you mood off. I cant drive so i brother to drive,dear mood cant drive brother drive
0,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,yetunde im class run water make ok pls
0,We are okay. Going to sleep now. Later,okay going sleep later
1,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,current leading bid pause auction send customer care
0,So how's the weather over there?,hows weather
1,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,free unlimited hardcore porn direct mobile txt porn get free access hr chrgdp per day txt stop exit msg free
0,Nothing. Can...,nothing
0,Going to join tomorrow.,going join tomorrow
0,Yeah whatever lol,yeah whatever lol
0,Nvm take ur time.,nvm take ur time
1,We currently have a message awaiting your collection. To collect your message just call 08718723815.,currently message awaiting collection collect message call
0,"Gosh that , what a pain. Spose I better come then.",gosh pain spose better come
0,So how are you really. What are you up to. How's the masters. And so on.,really hows master
0,Am not interested to do like that.,interested like
0,Ya even those cookies have jelly on them,ya even cooky jelly
0,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),pure hearted person wonderful smile make even hisher enemy feel guilty enemy catch world smile goodmorning amp smiley sunday
0,Im on gloucesterroad what are uup to later?,im gloucesterroad uup later
0,Having lunch:)you are not in online?why?,lunchyou onlinewhy
1,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,monthly password wap mobsicom use wap phone pc
0,"Alright if you're sure, let me know when you're leaving",alright youre sure let know youre leaving
0,Got it. Seventeen pounds for seven hundred ml â hope ok.,got seventeen pound seven hundred ml hope ok
0,Oh Howda gud gud.. Mathe en samachara chikku:-),oh howda gud gud mathe en samachara chikku
0,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),aww thats first time u said u missed without asking missed u first love
0,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,hmmmy uncle informed he paying school directly pls buy food
0,"Call me. I m unable to cal. Lets meet bhaskar, and deep",call unable cal let meet bhaskar deep
0,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",lol grin im babe thanks thinking
0,I am going to sao mu today. Will be done only at 12 ,going sao mu today done
0,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,chill another hr could sleep pain surgical emergency see unfolds okay
0,Nokia phone is lovly..,nokia phone lovly
0,I always chat with you. In fact i need money can you raise me?,always chat fact need money raise
0,S:-)if we have one good partnership going we will take lead:),sif one good partnership going take lead
0,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",said gon na snow start around pm tonite predicting inch accumulation
0,Why do you ask princess?,ask princess
0,Hi good mornin.. Thanku wish u d same..,hi good mornin thanku wish u
0,I don't think he has spatula hands!,dont think spatula hand
0,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",ditto wont worry saying anything anymore like said last night whatever want ill peace
0,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",im smoking people use wylie smoke much justify ruining shit
0,"Just dropped em off, omw back now",dropped em omw back
0,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,first time history need comfort luxury sold price india onionrs ltgt petrolrs ltgt beerrs ltgt shesil ltgt
0,I want to be there so i can kiss you and feel you next to me,want kiss feel next
0,I cant pick the phone right now. Pls send a message,cant pick phone right pls send message
0,I'm done...,im done
0,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",cant believe said many thing morning really wanted say good morning love beautiful morning see library later
0,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),wow didnt think common take back ur freak unless u chop
0,"Usf I guess, might as well take 1 car",usf guess might well take car
0,I gotta collect da car at 6 lei.,got ta collect da car lei
0,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,hope youve settled new school year wishin gr day
0,Play w computer? Aiyah i tok 2 u lor?,play w computer aiyah tok u lor
0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,wat make people dearer de happiness dat u feel u meet de pain u feel u miss dem
0,Eat at old airport road... But now 630 oredi... Got a lot of pple...,eat old airport road oredi got lot pple
0,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,sir thats hr trip bus last week another audition next wednesday think might drive time
0,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,bought test yesterday something let know exact day u ovulatewhen get u wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell
0,"Its good, we'll find a way",good well find way
0,Why didn't u call on your lunch?,didnt u call lunch
0,WHO ARE YOU SEEING?,seeing
0,Ok... But bag again..,ok bag
0,Pls send me the correct name da.,pls send correct name da
1,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",twinks bear scallies skin jock calling dont miss weekend fun call pmin stop text call nat rate
0,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",fun fact although would think armand would eventually build tolerance shit considering much smoke get fucked like hit
0,I love your ass! Do you enjoy doggy style? :),love as enjoy doggy style
0,When you came to hostel.,came hostel
0,They finally came to fix the ceiling.,finally came fix ceiling
0,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),great princess love giving receiving oral doggy style fave position enjoy making love ltgt time per night
1,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,nokia get win free auction take part send nokia hgsuitelands rowwjhl
0,No did you check? I got his detailed message now,check got detailed message
1,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",hi sexychat girl waiting text text great night chatting send stop stop service
1,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,natalie f inviting friend reply yes see wwwsmsacunataliek stop send stop frnd
0,I'll be at mu in like  &lt;#&gt;  seconds,ill mu like ltgt second
0,The battery is for mr adewale my uncle. Aka Egbon,battery mr adewale uncle aka egbon
0,I'm at work. Please call,im work please call
0,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",mmmmm sooooo good wake word morning love mmmm fuck love lion devouring kiss across sea
1,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at Â£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",uve selected stay top british hotel nothing holiday valued dial claim national rate call bx sw
0,Well i know Z will take care of me. So no worries.,well know z take care worry
0,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",pls pls send mail know relative coming deliver know cost risk benefit anything else thanks
0,Nt joking seriously i told,nt joking seriously told
0,Really good:)dhanush rocks once again:),really gooddhanush rock
0,A guy who gets used but is too dumb to realize it.,guy get used dumb realize
0,Was actually about to send you a reminder today. Have a wonderful weekend,actually send reminder today wonderful weekend
0,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,computer fried essential part dont keep spare fucking idiot roommate looovvve leaving thing running full ltgt
0,Pls send me your address sir.,pls send address sir
0,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit,arent next ltgt hour imma flip shit
1,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY Â£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,customer loyalty offerthe new nokia mobile txtauction txt word start get tctxt tc pmtmsg
0,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",love isnt decision feeling could decide love life would much simpler le magical
0,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,yeah sure thing mate haunt got stuff sorted im going sound anyway promoting hex way dont know number joke
0,I'm at home n ready...,im home n ready
0,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,lol nah wasnt bad thanks good b home quite reality check hows ur day u anything website
1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY Â£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",new mobile must go txt nokia collect todayfrom wwwtcbiz optout gbpmtmsg
0,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",ooh got im gon na start belly dancing moseley wed u want join cafe
0,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,haha money leh later got go tuition haha looking empty slot driving lesson
0,Take some small dose tablet for fever,take small dose tablet fever
0,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,look like u wil b getting headstart im leaving bout ish u r desperate company could head earlierwe goin meet rummer
0,Same as kallis dismissial in 2nd test:-).,kallis dismissial nd test
0,"Merry Christmas to you too babe, i love ya *kisses*",merry christmas babe love ya kiss
0,Did you try making another butt.,try making another butt
0,"Cool, what time you think you can get here?",cool time think get
0,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,sound like plan cardiff still still cold im sitting radiator
0,Im just wondering what your doing right now?,im wondering right
0,Dad says hurry the hell up,dad say hurry hell
0,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,lul im gettin juicy gossip hospital two nurse talking fat gettin one think shes obese oyea
0,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,whats happening gotten job begun registration permanent residency
1,FREE entry into our Â£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,free entry weekly comp send word win tc wwwtxttowincouk
0,That seems unnecessarily affectionate,seems unnecessarily affectionate
0,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,whole car appreciated last two dad map reading semi argument apart thing going ok p
0,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",good afternoon love go day woke early online waiting hmmm italian boy online see grin
0,Anything lar then Ã¼ not going home 4 dinner?,anything lar going home dinner
0,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",hope alright babe worry might felt bit desparate learned job fake waiting come back love
0,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",yo im parent gettin cash good news picked downstem
0,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",thats bit weird even supposed happening good idea sure pub
0,Happy birthday... May all ur dreams come true...,happy birthday may ur dream come true
1,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call mobileupd call optout
1,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or Â£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",urgent call landline complimentary ibiza holiday cash await collection sae tc po box sk wp ppm
1,"URGENT!! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins",urgent costa del sol holiday await collection call toclaim sae tc pobox stockport skxh costpm maxmins
0,Is xy going 4 e lunch?,xy going e lunch
0,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",knowyetunde hasnt sent money yet sent text bother sending dont involve anything shouldnt imposed anything first place apologise
0,Dare i ask... Any luck with sorting out the car?,dare ask luck sorting car
0,Ok enjoy . R u there in home.,ok enjoy r u home
0,"Itâs reassuring, in this crazy world.",reassuring crazy world
1,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a Â£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopÂ£1.50/week,knock knock txt whose enter r weekly draw gift voucher store yr choice tc wwwtklscom age stoptxtstopweek
0,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,okay name ur price long legal wen pick u ave x am xx
0,None of that's happening til you get here though,none thats happening til get though
0,Come to my home for one last time i wont do anything. Trust me.,come home one last time wont anything trust
0,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,generally isnt one uncountable noun u dictionary piece research
0,In sch but neva mind u eat 1st lor..,sch neva mind u eat st lor
0,And maybe some pressies,maybe pressies
0,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,hmmbad newshype park plaza studio takenonly left bedrm
0,Okie,okie
0,I need to come home and give you some good lovin...,need come home give good lovin
1,85233 FREE>Ringtone!Reply REAL,freeringtonereply real
0,Can... I'm free...,im free
0, what number do u live at? Is it 11?,number u live
0,He remains a bro amongst bros,remains bro amongst bros
0,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,sort code acc bank natwest reply confirm ive sent right person
1,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,message free welcome new improved sex dogging club unsubscribe service reply stop msgsp
0,What's your room number again? Wanna make sure I'm knocking on the right door,whats room number wan na make sure im knocking right door
1,URGENT! This is the 2nd attempt to contact U!U have WON Â£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxÂ£7. 50,urgent nd attempt contact uu call b tcsbcmwcnxxcallcostppmmobilesvary max
0,So when you gonna get rimac access ,gon na get rimac access
0,"Nah, I'm a perpetual DD",nah im perpetual dd
1,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",free ringtone waiting collected simply text password mix verify get usher britney fml po box mk h ppw
0,"Sorry, I'll call later in meeting",sorry ill call later meeting
0,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,yup paragon havent decided whether cut yet hee
0,I dont want to hear philosophy. Just say what happen,dont want hear philosophy say happen
1,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,next amazing xxx picsfree video sent enjoy one vid enough day text back keyword picsfree get next video
0,Ã wait 4 me in sch i finish ard 5..,wait sch finish ard
0,He didn't see his shadow. We get an early spring yay,didnt see shadow get early spring yay
0,Sry da..jst nw only i came to home..,sry dajst nw came home
0,Spoons it is then okay?,spoon okay
0,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",oh yeahand hav great time newquaysend postcard look girl im goneu know im talkin boutxx
1,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,free messagethanks using auction subscription service pmsgrcvd skip auction txt unsubscribe txt stop customercare
0,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,think one saying clearly ok leave need ask go come
0,"Did you say bold, then torch later. Or one torch and 2bold?",say bold torch later one torch bold
1,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",call use ur min call cast pmin mob vary service provided aom gbpmonth aom boxm er u stop age
0,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,news hassling get weed week andres money haughaighgtujhyguj
0,U reach orchard already? U wan 2 go buy tickets first?,u reach orchard already u wan go buy ticket first
0,Dont kick coco when he's down,dont kick coco he
1,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a Â£150 prize. To collect is easy. Just call 09061743386,valued vodafone customer computer picked win prize collect easy call
0,You unbelievable faglord,unbelievable faglord
0,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,know mallika sherawat yesterday find lturlgt
0,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",money issue weigh thanks breathe easier ill make sure dont regret thanks
0,Shuhui has bought ron's present it's a swatch watch...,shuhui bought ron present swatch watch
1,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",freemessage jamsterget crazy frog sound poly text mad real text mad crazy sound gbpweek tc apply
0,Go where n buy? Juz buy when we get there lar.,go n buy juz buy get lar
0,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",gettin bit arty collage mo well tryin ne way got roast min lovely shall enjoy
0,:-( sad puppy noise,sad puppy noise
0,"alright, I'll make sure the car is back tonight",alright ill make sure car back tonight
0,Congrats kano..whr s the treat maga?,congrats kanowhr treat maga
0,When did dad get back.,dad get back
1,"This is the 2nd time we have tried to contact u. U have won the Â£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",nd time tried contact u u prize claim easy call p per minute btnationalrate
0,Anytime lor...,anytime lor
0,Fine. Do you remember me.,fine remember
0,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,greatest test courage earth bear defeat without losing heartgn tc
0,Well there's still a bit left if you guys want to tonight,well there still bit left guy want tonight
0,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",consider wall bunker shit important never play peaceful guess place high enough dont matter
1,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,xmas prize draw trying contact u today draw show prize guaranteed call land line valid hr
1,"URGENT! Your mobile No 077xxx WON a Â£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",urgent mobile xxx bonus caller prize nd attempt reach call asap boxnqp ppm
0,"Call me, i am senthil from hsbc.",call senthil hsbc
0,"Awesome, lemme know whenever you're around",awesome lem know whenever youre around
0,"So check your errors and if you had difficulties, do correction.",check error difficulty correction
0,"Yeah, probably earlier than that",yeah probably earlier
0,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",fuck babe miss already know cant let send money towards net need want crave
1,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,private account statement show unredeemed bonus point claim call identifier code expires
0,Are you this much buzy,much buzy
0,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",guess thats worried must know there way body repair im quite sure shouldnt worry well take slow first test guide ovulation relax nothing youve said reason worry ill keep followin
0,Ard 4 lor...,ard lor
0,Dunno y u ask me.,dunno u ask
0,Ok. I.ll do you right later.,ok ill right later
0,Did u got that persons story,u got person story
0,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",hey look like wrong one kappa guy number still phone want text see he around
0,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,know grumpy old people mom like better lying always one play joke
0,What's nannys address?,whats nanny address
0,Have a good evening! Ttyl,good evening ttyl
0,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),kthen come wenever u lik come also tel vikky come getting free time
0,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,u mean u almost done done wif sleeping tot u going take nap yup send liao im picking ard smth lor
0,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,maybe say hi find got card great escape wetherspoons
0,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...",shit babe thasa bit messed upyeh shudvetold u urgran knowneway illspeak umoro wen im asleep
0,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,dont run away frm u walk slowly amp kill u dont care enough stop
0,So when do you wanna gym?,wan na gym
0,Whom you waited for yesterday,waited yesterday
0,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",feb ltgt love u day send dis ur valued frnds evn come back ull gt married person u luv u ignore dis u lose ur luv evr
0,How long does applebees fucking take,long applebees fucking take
0,Please sen :)my kind advice :-)please come here and try:-),please sen kind advice please come try
0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",new theory argument win situation loses person dont argue ur friend kick amp say im always correct
0,"Awesome, text me when you're restocked",awesome text youre restocked
0,I've sent Ã¼ my part..,ive sent part
0,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,thanx day u r goodmate think ur rite sary asusual u cheered love u franyxxxxx
0,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,yeah basically time next week get away mom amp get
0,Left dessert. U wan me 2 go suntec look 4 u?,left dessert u wan go suntec look u
0,Arun can u transfr me d amt,arun u transfr amt
0,Ok lor thanx... Ã in school?,ok lor thanx school
0,Stop knowing me so well!,stop knowing well
0,I am 6 ft. We will be a good combination!,ft good combination
0,We will meet soon princess! Ttyl!,meet soon princess ttyl
0,Haha... They cant what... At the most tmr forfeit... haha so how?,haha cant tmr forfeit haha
0,"K, can I pick up another 8th when you're done?",k pick another th youre done
0,One small prestige problem now.,one small prestige problem
0,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,ujhhhhhhh computer shipped address sandiago parantella lane wtf poop
1,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",tddnewsletteremccouk game thedailydraw dear helen dozen free game great prizeswith
0,"I think Iâm waiting for the same bus! Inform me when you get there, if you ever get there.",think im waiting bus inform get ever get
0,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,howz painit come todaydo said ystrdayice medicine
0,"Haha awesome, I might need to take you up on that, what you doin tonight?",haha awesome might need take doin tonight
0,U havenÂt lost me ill always b here 4u.i didnÂt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thatÂs what itried2tell urmom.i careabout u,u havent lost ill always b ui didnt intend hurt u never knew u felt iwasmarinethats itriedtell urmomi careabout u
0,Networking technical support associate.,networking technical support associate
0,Ya srsly better than yi tho,ya srsly better yi tho
1,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or Â£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",urgent call landline complimentary tenerife holiday cash await collection sae tc box hp yf ppm
0,"Aight, see you in a bit",aight see bit
0,"The table's occupied, I'm waiting by the tree",table occupied im waiting tree
0,U studying in sch or going home? Anyway i'll b going 2 sch later.,u studying sch going home anyway ill b going sch later
0,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,noe shes da car later c lar im wearing short
